source,candidate,target,test_block,cycle,cycle_run,cycle_occurrence,true_event_cycle,cycle_alert,event_detected,any_failure_cycle,true_normal_cycle,other_fault_only_cycle
12_matched_models,1d_cnn_19_raw,System_Failure,2,43,43,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,2,44,44,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,2,45,45,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,2,48,48,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,2,49,49,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,2,50,50,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,51,51,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,52,52,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,53,53,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,54,54,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,55,55,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,56,56,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,57,57,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,58,58,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,59,59,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,60,60,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,61,61,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,62,62,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,63,63,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,64,64,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,65,65,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,66,66,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,67,67,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,68,68,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,69,69,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,70,70,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,71,71,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,72,72,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,73,73,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,3,75,74,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,4,76,75,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,4,85,84,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,4,86,85,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,4,87,86,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,4,88,87,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,4,89,88,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,4,90,89,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,4,91,90,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,4,92,91,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,4,93,92,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,4,94,93,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,4,95,94,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,4,96,95,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,4,97,96,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,4,98,97,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,4,99,98,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,4,100,99,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,101,100,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,102,101,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,103,102,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,104,103,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,105,104,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,106,105,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,107,106,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,108,107,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,109,108,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,110,109,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,111,110,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,112,111,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,113,112,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,114,113,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,115,114,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,116,115,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,117,116,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,118,117,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,119,118,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,120,119,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,121,120,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,122,121,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,123,122,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,124,123,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,5,125,124,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,151,129,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,152,130,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,153,131,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,154,132,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,155,133,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,156,134,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,157,135,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,159,137,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,160,138,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,161,139,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,162,140,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,163,141,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,164,142,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,165,143,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,166,144,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,167,145,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,168,146,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,169,147,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,170,148,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,171,149,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,172,150,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,173,151,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,174,152,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,7,175,153,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,8,176,154,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,8,177,155,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,8,178,156,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,8,179,157,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,8,180,158,1,1,0,0,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,8,181,159,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,8,182,160,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,8,183,161,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,8,184,162,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,8,185,163,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,8,199,176,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,8,200,177,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,201,178,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,202,179,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,203,180,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,204,181,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,205,182,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,206,183,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,207,184,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,208,185,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,209,186,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,210,187,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,211,188,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,212,189,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,213,190,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,214,191,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,215,192,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,216,193,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,217,194,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,218,195,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,219,196,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,220,197,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,221,198,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,222,199,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,223,200,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,224,201,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,225,202,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,9,224,210,2,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,226,203,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,227,204,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,229,205,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,230,206,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,231,207,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,232,208,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,233,209,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,230,216,2,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,231,217,2,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,232,218,2,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,233,219,2,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,234,220,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,235,221,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,236,222,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,237,223,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,238,224,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,239,225,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,240,226,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,241,227,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,242,228,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,243,229,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,245,230,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,246,231,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,247,232,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,248,233,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,249,234,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,System_Failure,10,250,235,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,1,1,1,1,0,0,1,0,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,2,2,1,0,0,0,1,0,1
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,3,3,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,4,4,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,5,5,1,0,0,0,1,0,1
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,6,6,1,0,0,0,1,0,1
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,8,8,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,9,9,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,10,10,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,11,11,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,12,12,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,13,13,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,14,14,1,0,0,0,1,0,1
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,15,15,1,0,0,0,1,0,1
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,16,16,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,17,17,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,18,18,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,19,19,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,20,20,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,21,21,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,22,22,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,23,23,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,24,24,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,1,25,25,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,2,26,26,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,2,27,27,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,2,28,28,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,2,29,29,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,2,30,30,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,2,31,31,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,2,32,32,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,2,33,33,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,2,34,34,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,2,35,35,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,2,36,36,1,0,1,0,1,0,1
12_matched_models,1d_cnn_19_raw,ProtectiveStop,2,37,37,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,2,38,38,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,2,39,39,1,0,0,0,1,0,1
12_matched_models,1d_cnn_19_raw,ProtectiveStop,2,40,40,1,0,1,0,1,0,1
12_matched_models,1d_cnn_19_raw,ProtectiveStop,2,41,41,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,2,42,42,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,2,43,43,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,2,44,44,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,2,45,45,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,2,48,48,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,2,49,49,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,2,50,50,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,51,51,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,52,52,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,53,53,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,54,54,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,55,55,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,56,56,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,57,57,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,58,58,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,59,59,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,60,60,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,61,61,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,62,62,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,63,63,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,64,64,1,0,0,0,1,0,1
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,65,65,1,0,0,0,1,0,1
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,66,66,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,67,67,1,0,0,0,1,0,1
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,68,68,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,69,69,1,1,0,0,1,0,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,70,70,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,71,71,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,72,72,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,73,73,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,3,75,74,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,4,76,75,1,0,0,0,1,0,1
12_matched_models,1d_cnn_19_raw,ProtectiveStop,4,85,84,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,4,86,85,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,4,87,86,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,4,88,87,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,4,89,88,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,4,90,89,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,4,91,90,1,0,0,0,1,0,1
12_matched_models,1d_cnn_19_raw,ProtectiveStop,4,92,91,1,0,0,0,1,0,1
12_matched_models,1d_cnn_19_raw,ProtectiveStop,4,93,92,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,4,94,93,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,4,95,94,1,0,0,0,1,0,1
12_matched_models,1d_cnn_19_raw,ProtectiveStop,4,96,95,1,0,0,0,1,0,1
12_matched_models,1d_cnn_19_raw,ProtectiveStop,4,97,96,1,0,0,0,1,0,1
12_matched_models,1d_cnn_19_raw,ProtectiveStop,4,98,97,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,4,99,98,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,4,100,99,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,5,101,100,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,5,102,101,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,5,103,102,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,5,104,103,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,5,105,104,1,0,0,0,1,0,1
12_matched_models,1d_cnn_19_raw,ProtectiveStop,5,106,105,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,5,107,106,1,0,1,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,5,108,107,1,1,1,1,1,0,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,5,109,108,1,0,0,0,0,1,0
12_matched_models,1d_cnn_19_raw,ProtectiveStop,5,110,109,1,0,0,0,0,1,0
