cycle_run,cycle,cycle_occurrence,scenario_block_25,source_rows,first_failure_position,healthy_prefix_rows,fault_in_run,included,Current_J0__mean,Current_J0__std,Current_J0__q10,Current_J0__q50,Current_J0__q90,Current_J0__abs_mean,Current_J0__abs_q90,Current_J1__mean,Current_J1__std,Current_J1__q10,Current_J1__q50,Current_J1__q90,Current_J1__abs_mean,Current_J1__abs_q90,Current_J2__mean,Current_J2__std,Current_J2__q10,Current_J2__q50,Current_J2__q90,Current_J2__abs_mean,Current_J2__abs_q90,Current_J3__mean,Current_J3__std,Current_J3__q10,Current_J3__q50,Current_J3__q90,Current_J3__abs_mean,Current_J3__abs_q90,Current_J4__mean,Current_J4__std,Current_J4__q10,Current_J4__q50,Current_J4__q90,Current_J4__abs_mean,Current_J4__abs_q90,Current_J5__mean,Current_J5__std,Current_J5__q10,Current_J5__q50,Current_J5__q90,Current_J5__abs_mean,Current_J5__abs_q90,Temperature_J0__mean,Temperature_J0__std,Temperature_J0__q10,Temperature_J0__q50,Temperature_J0__q90,Temperature_J0__abs_mean,Temperature_J0__abs_q90,Temperature_J1__mean,Temperature_J1__std,Temperature_J1__q10,Temperature_J1__q50,Temperature_J1__q90,Temperature_J1__abs_mean,Temperature_J1__abs_q90,Temperature_J2__mean,Temperature_J2__std,Temperature_J2__q10,Temperature_J2__q50,Temperature_J2__q90,Temperature_J2__abs_mean,Temperature_J2__abs_q90,Temperature_J3__mean,Temperature_J3__std,Temperature_J3__q10,Temperature_J3__q50,Temperature_J3__q90,Temperature_J3__abs_mean,Temperature_J3__abs_q90,Temperature_J4__mean,Temperature_J4__std,Temperature_J4__q10,Temperature_J4__q50,Temperature_J4__q90,Temperature_J4__abs_mean,Temperature_J4__abs_q90,Temperature_J5__mean,Temperature_J5__std,Temperature_J5__q10,Temperature_J5__q50,Temperature_J5__q90,Temperature_J5__abs_mean,Temperature_J5__abs_q90,Speed_J0__mean,Speed_J0__std,Speed_J0__q10,Speed_J0__q50,Speed_J0__q90,Speed_J0__abs_mean,Speed_J0__abs_q90,Speed_J1__mean,Speed_J1__std,Speed_J1__q10,Speed_J1__q50,Speed_J1__q90,Speed_J1__abs_mean,Speed_J1__abs_q90,Speed_J2__mean,Speed_J2__std,Speed_J2__q10,Speed_J2__q50,Speed_J2__q90,Speed_J2__abs_mean,Speed_J2__abs_q90,Speed_J3__mean,Speed_J3__std,Speed_J3__q10,Speed_J3__q50,Speed_J3__q90,Speed_J3__abs_mean,Speed_J3__abs_q90,Speed_J4__mean,Speed_J4__std,Speed_J4__q10,Speed_J4__q50,Speed_J4__q90,Speed_J4__abs_mean,Speed_J4__abs_q90,Speed_J5__mean,Speed_J5__std,Speed_J5__q10,Speed_J5__q50,Speed_J5__q90,Speed_J5__abs_mean,Speed_J5__abs_q90,Tool_current__mean,Tool_current__std,Tool_current__q10,Tool_current__q50,Tool_current__q90,Tool_current__abs_mean,Tool_current__abs_q90,speed_proxy,workload_proxy,gripping_force_proxy
40,40,1,2,30,19,18,True,True,-0.11650867350000002,0.6497469524921285,-0.39798831059999995,-0.008464068500000001,0.4005027592000001,0.3516220275,0.6035699905000002,-1.9267802105555556,0.3938660940619168,-2.5757501842,-1.8295628425000001,-1.5580159422,1.9267802105555556,2.5757501842,-1.1398552888888889,0.5262281835261102,-1.8284211517,-0.901276946,-0.7022207142,1.1398552888888889,1.8284211517,-0.4613653085555555,0.3858078571642151,-0.7858457385000001,-0.664755553,0.12026943940000015,0.5442505498888889,0.7858457385000001,-0.10204783966666667,0.45033780008502394,-0.4591613861999998,-0.026537015,0.16059903660000002,0.2628797462222222,0.9097800729000003,-0.03503136827777778,0.14713731682321002,-0.16864452030000002,-0.0136452795,0.1438682216,0.11182597705555557,0.17502074120000002,31.23263888888889,0.02799395051492552,31.1875,31.25,31.25,31.23263888888889,31.25,33.28472222222222,0.03105649968749708,33.25,33.3125,33.3125,33.28472222222222,33.3125,33.645833333333336,0.03608439182435161,33.625,33.625,33.6875,33.645833333333336,33.6875,36.739583333333336,0.02329237476562281,36.6875,36.75,36.75,36.739583333333336,36.75,37.798611111111114,0.025983731852596816,37.75,37.8125,37.8125,37.798611111111114,37.8125,36.93402777777778,0.0327568789307521,36.875,36.9375,36.95625,36.93402777777778,36.95625,0.03558616827775872,0.08848916932730842,-0.01709496180024009,0.000156543,0.1329112044,0.057630630277796836,0.1448120787,0.007766173611111111,0.032625733338594136,-0.006946566599999996,3.585e-05,0.013457664700000004,0.013128805388888888,0.022359060700000002,-0.13093125811111112,1.0317677968379055,-0.7953370528999995,0.0,0.08988061680000015,0.44474776455555554,2.5404223201,0.08355061394441649,0.40412220561479967,-0.3315584423,0.0,0.4323318390000001,0.2424163718333613,0.5455652653,-0.002372183111111111,0.01294495142191206,-0.012611849299999998,0.0,0.006139401300000008,0.006397998777777778,0.0187058064,-0.12036803605555556,0.46688213737188383,-0.5386724533,0.0,0.26429772660000017,0.2670741845,0.624694085,0.11690511638888888,0.09949406730002747,0.07755357,0.08391883950000001,0.173856139,0.11690511638888888,0.173856139,0.6494264360333334,1.1463979798333332,0.173856139
41,41,1,2,24,24,24,False,True,-0.10221713041666665,1.493907251484591,-0.3041000038,-0.14279122649999998,0.3186287284,0.6426389205833333,1.0010665449999994,-2.3676267266666664,0.6893619535058809,-2.9706205842999998,-2.4442385435,-1.5746147635,2.3676267266666664,2.9706205842999998,-1.225463671,0.41201849934446116,-1.682230556,-1.2295154335,-0.7301608321,1.225463671,1.682230556,-0.7010140537499999,0.502173334987662,-1.2182179451,-0.6534676555,-0.22986617560000006,0.7201757053333333,1.2182179450999997,0.125117061,0.9474818020054041,-0.5440363077999999,0.0018087134999999997,0.7661222574999996,0.46701181775,1.0217111232,-0.022254417874999988,0.13317991520035602,-0.1694650698,0.007456197500000001,0.1369272292,0.11618798570833333,0.2127706914,31.322916666666668,0.03454817489953542,31.3125,31.3125,31.375,31.322916666666668,31.375,33.369791666666664,0.017274087449767706,33.375,33.375,33.375,33.369791666666664,33.375,33.723958333333336,0.030812915536977167,33.6875,33.75,33.75,33.723958333333336,33.75,36.8203125,0.027436598314720676,36.8125,36.8125,36.875,36.8203125,36.875,37.877604166666664,0.0381845789026437,37.8125,37.875,37.9375,37.877604166666664,37.9375,37.065104166666664,0.03365324995656272,37.01875,37.0625,37.125,37.065104166666664,37.125,0.03563987987500001,0.21706919738301808,-0.08094888069999999,0.0,0.16329239169999998,0.11456172895833332,0.38869813089999994,0.003969279166666667,0.04155659082959581,-0.024514199799999997,0.0,0.02409493269999998,0.02063341575,0.06699946859999997,0.019671563374999996,0.8305662300004572,-0.04655475789999999,0.0,0.05935218549999996,0.32808270779166665,1.3549345437999996,-0.09267038966666667,0.44454518756359457,-0.5962412536,-3.81e-05,0.3190414683999999,0.30055745233333336,0.8604773042999997,-0.01211957963332875,0.04949525621511193,-0.0304508759,-2.39e-41,0.011091122399999999,0.02084247386667125,0.05099757479999999,0.044192234833333344,0.34460616471659866,-0.4386251491999999,0.0,0.3900972874,0.22860563483333332,0.6005502402999999,0.10311720270833331,0.04709251250651394,0.0803035256,0.08446919950000001,0.1775728822,0.10311720270833331,0.1775728822,0.5537762104499998,1.3511029074999998,0.1775728822
42,42,1,2,80,5,5,True,True,0.07212594139999999,0.5654932535371426,-0.5729157566,0.169881731,0.6630380628000001,0.4824588714000001,0.8543834804,-2.653328991,0.8279464204870596,-3.4562694552,-2.65064311,-1.7800008297999999,2.653328991,3.4562694552,-1.5213224652,0.2225923261324531,-1.7564949511999999,-1.552783728,-1.2863587384,1.5213224652,1.7564949512,-0.9034042062000001,0.6006807886773816,-1.600207329,-0.90195787,-0.2707139014,0.9034042062000001,1.600207329,-0.11093301640000001,0.8030254365730718,-0.8166003946,-0.324572653,0.7914009006,0.6574519144,1.2326222898,0.031376864000000004,0.11440436408017103,-0.0813918888,-0.022310086,0.1719525546,0.1011141584,0.1719525546,31.375,0.0,31.375,31.375,31.375,31.375,31.375,33.4125,0.03061862178478973,33.375,33.4375,33.4375,33.4125,33.4375,33.75,0.0,33.75,33.75,33.75,33.75,33.75,36.875,0.0,36.875,36.875,36.875,36.875,36.875,37.9375,0.0,37.9375,37.9375,37.9375,37.9375,37.9375,37.125,0.0,37.125,37.125,37.125,37.125,37.125,0.0316448542,0.21194505493198662,-0.18457102120000002,-0.000388466,0.2578649072,0.15573883019999998,0.3327085316,-0.010375174999999999,0.04719991532146287,-0.0618937346,-0.002349739,0.040454626400000006,0.037744229,0.0703138234,0.0006111165999999994,0.028331745554518242,-0.032085933999999997,0.013381571,0.022870130600000003,0.022068039,0.042974241600000004,-0.0766868418,0.4095979114377863,-0.481496453,-0.110176124,0.3835431952000001,0.3324797594,0.6160514356,0.0296384144,0.051801824825459,-0.0065064954,1.13e-05,0.08955961740000001,0.033976078,0.08955961740000001,0.0483860552,0.24841056032179,-0.1729887148,-7.63e-05,0.31245976540000003,0.1659001276,0.4055310726,0.10452514900000001,0.04474565781208179,0.081372702,0.081880033,0.14999918980000002,0.10452514900000001,0.14999918980000002,0.25952312036666664,1.511988343366667,0.14999918980000002
43,43,1,2,24,24,24,False,True,-0.00310409366666665,0.9295918241575881,-0.5803171339,-0.088730402,1.0644184234999998,0.5438524564999999,1.3213981273,-2.2350861248333334,0.6969019574467734,-2.8553540467,-2.357189536,-1.6437348011000001,2.2350861248333334,2.8553540467,-1.3585593539583334,0.707180230519945,-2.0605082514,-1.219337404,-0.7602994978000001,1.3733950171250002,2.0605082514,-0.6830329815416668,0.5037304166569716,-1.2514031949999997,-0.583146602,-0.24098604940000004,0.6830329815416668,1.2514031949999997,-0.07814035837500001,0.7655383920709821,-0.9729286550999998,-0.006860365,0.6293348759999996,0.4673535762916667,1.4581072213999997,0.03179001129166667,0.14295739712416344,-0.16627045129999998,0.046415345999999996,0.2064438374,0.12146109404166668,0.2387272033,31.583333333333332,0.02946278254943948,31.5625,31.5625,31.625,31.583333333333332,31.625,33.747395833333336,0.021943098367646765,33.75,33.75,33.75,33.747395833333336,33.75,34.119791666666664,0.030812915536977167,34.0625,34.125,34.125,34.119791666666664,34.125,37.388020833333336,0.025382276939606676,37.375,37.375,37.4375,37.388020833333336,37.4375,38.309895833333336,0.028408104465197172,38.26875,38.3125,38.3125,38.309895833333336,38.3125,37.625,0.03125,37.58125,37.625,37.66875,37.625,37.66875,-0.029542604375,0.17039005222722825,-0.1489014988,0.0,0.1019618103,0.08804008887499999,0.2539289266999999,0.006830718083333333,0.07416343772114113,-0.0673643618,0.0,0.0570151123,0.03710890183333334,0.0980983154,-0.010970950291666665,0.5672947140850854,-0.0794531939,-0.0001439605,0.005315779799999999,0.18297330445833337,0.09951446569999998,0.10781869174999999,0.389736125046089,-0.17893357369999996,0.0,0.7621173203999998,0.23791711125,0.7945774319999999,0.012500161000002792,0.0547107267665358,-0.015736885699999998,0.0,0.024721219699999977,0.02257181866666946,0.04396770499999999,-0.07295136589333336,0.3613937914685905,-0.3725411178,0.0,0.10856728039999992,0.18170046869,0.46129351259999996,0.111720725875,0.08698695566249548,0.0787662324,0.083325386,0.1677435574,0.111720725875,0.1677435574,0.2918967262333333,1.53091634085,0.1677435574
44,44,1,2,24,24,24,False,True,-0.17401713250000003,0.5703489766641949,-0.6535977962999999,-0.16885429600000001,0.4082241786999997,0.39661187166666667,0.8843969822999997,-2.420429632083333,0.7837846316875,-3.1844821694,-2.173616171,-1.6643498539000001,2.420429632083333,3.1844821694,-1.2892278470416667,0.6313426612894402,-2.022708702,-1.1029191015,-0.7346033457,1.2892278470416667,2.022708702,-0.6053653597916667,0.4734269851332135,-0.8939328015,-0.527431607,-0.2041129934,0.625209921625,0.8939328014999999,0.165034983,0.6239722025447575,-0.44453502589999994,0.050208427,1.0297103522999997,0.40668567508333336,1.0924262462999998,1.7713458333332155e-05,0.1263101073113309,-0.17252572929999999,0.023080067,0.17322257949999997,0.10303980995833333,0.1905924021,31.606770833333332,0.028408104465197172,31.5625,31.625,31.625,31.606770833333332,31.625,33.8046875,0.020669932117692115,33.76875,33.8125,33.8125,33.8046875,33.8125,34.1640625,0.039579906649923606,34.125,34.1875,34.1875,34.1640625,34.1875,37.434895833333336,0.012489144591960207,37.4375,37.4375,37.4375,37.434895833333336,37.4375,38.40625,0.03608439182435161,38.375,38.375,38.4375,38.40625,38.4375,37.7109375,0.030257682392245445,37.6875,37.6875,37.75,37.7109375,37.75,-0.009989622416666665,0.1186472391304715,-0.12221843459999997,0.0,0.0978628486,0.06311415241666667,0.1667686324,0.017203311162083332,0.06827967319495853,-0.021204241999999998,7e-07,0.07565092639999998,0.033214420004583335,0.08132595649999999,-0.007438414416666668,1.029809559833445,-0.049132010899999995,0.0,0.0484143997,0.43171380216666666,2.4671341182,0.039069160666666665,0.36301653984465354,-0.38204565339999996,0.0,0.4180558177,0.23781370749999997,0.5589383360999999,0.0003697062497283328,0.02960329985167561,-0.014621739199999999,0.0,0.010530207599999999,0.012689812416938335,0.03780033749999998,-0.03781631691666667,0.37844027278873277,-0.5256720780999999,0.0,0.37316997969999977,0.21472084016666668,0.6190774142,0.11899457129166668,0.08649897099647312,0.0804815528,0.08578532950000001,0.1857368109,0.11899457129166668,0.1857368109,0.6551741324833332,1.378089883933333,0.1857368109
45,45,1,2,24,24,24,False,True,-0.092508187875,1.0138834939480812,-0.3010937931,-0.097947676,0.5465691865,0.5018605574583334,0.7390210209999999,-2.4890346925,0.9698517686551564,-3.6836362121,-2.3086221215,-1.6677380684000003,2.4890346925,3.6836362121,-1.2786788692083333,0.7268649552735106,-1.7782968165,-1.0058410764999999,-0.635605693,1.2786788692083333,1.7782968165,-0.6363769636666666,0.48119840770918837,-1.3851462838999997,-0.5138738455,-0.1274027017,0.6423709526666667,1.3851462838999995,-0.14421198929166668,0.6604389349220945,-1.0875646117,0.0075370490000000005,0.4941588713999997,0.46020020279166673,1.1579325557,-0.03748166420833334,0.15811782890614956,-0.22370366779999998,-0.0051850935000000015,0.16065146629999996,0.13676537695833332,0.22918700599999997,31.638020833333332,0.02538227693960668,31.625,31.625,31.6875,31.638020833333332,31.6875,33.869791666666664,0.030812915536977167,33.8125,33.875,33.875,33.869791666666664,33.875,34.2421875,0.020669932117692115,34.20625,34.25,34.25,34.2421875,34.25,37.5,0.02551551815399144,37.5,37.5,37.5,37.5,37.5,38.513020833333336,0.040259439671198716,38.45625,38.5,38.5625,38.513020833333336,38.5625,37.783854166666664,0.031141304018493222,37.75,37.8125,37.8125,37.783854166666664,37.8125,0.021486566208333335,0.17971550742465944,-0.0751217246,0.0,0.14117958679999998,0.09117221454166667,0.2961382749,-0.015849055291666664,0.06650846657746881,-0.12400463899999997,0.0,0.04868815719999997,0.03930586395833333,0.12932414569999998,0.06130563891666665,0.5874131234151077,-0.0360462746,0.0,0.044082013599999983,0.17410703458333332,0.0692246399,-0.09198074791666666,0.3956560994098164,-0.5633636058,0.0,0.1601618138,0.24245802591666668,0.6664303662,-0.008321754083333332,0.04384602225102681,-0.025372198699999998,0.0,0.02053996849999999,0.019521072333333334,0.049840164799999975,0.06857793404166666,0.33698018711162925,-0.2495320319,0.0,0.48346351399999987,0.2002396494583333,0.5900461135999999,0.12312122929166665,0.09680807481562205,0.0808969676,0.087058395,0.19167036409999996,0.12312122929166665,0.19167036409999996,0.3001672841833333,1.4955366492,0.19167036409999996
46,46,1,2,25,25,25,False,True,0.4179006186,1.4485346109030934,-0.21868330819999998,-0.070461407,0.8517259360000003,0.61023885572,0.8517259360000003,-2.25732383968,0.7685064819988437,-2.9559782032,-2.355946541,-1.6085623742,2.25732383968,2.9559782032000004,-1.21920743816,0.6754656349355583,-1.7932158943999998,-1.123029113,-0.5800817369999998,1.21920743816,1.7932158944000003,-0.71126632716,0.4815993970716168,-1.2168643473999998,-0.53159678,-0.2992852746,0.7156362244400001,1.2168643474000003,-0.50844887408,1.0835459086463608,-1.2906904222,-0.027615201,0.11776537020000002,0.5711190711999999,1.2906904222000004,0.05146781915999999,0.14598410304882695,-0.14801244719999998,0.075767748,0.2245615122,0.13186286139999998,0.23759607980000003,31.6875,0.030618621784789725,31.65,31.6875,31.725,31.6875,31.725,33.935,0.0329772648956823,33.875,33.9375,33.975,33.935,33.975,34.3125,0.035355339059327376,34.25,34.3125,34.375,34.3125,34.375,37.555,0.03221024681681282,37.5,37.5625,37.5625,37.555,37.5625,38.6225,0.04138236339311712,38.5625,38.625,38.6875,38.6225,38.6875,37.86,0.032015621187164243,37.8125,37.875,37.875,37.86,37.875,-0.03276205428,0.12709225537067864,-0.15417399440000001,0.0,0.05842004560000002,0.06334981572000001,0.15417399440000001,-0.01245472952,0.02761005292595662,-0.052372219599999985,0.0,0.0020023398000000026,0.013346950239999999,0.05237221960000005,0.01867326408,0.2617916828303694,-0.029540905199999995,0.0,0.027334020000000018,0.08464351576000001,0.10118936560000008,-0.032050382319999994,0.3626862915677047,-0.39673616319999994,0.0,0.1903106782000001,0.19921066703999998,0.6089629056,0.006446969840000002,0.04298095754498866,-0.015147782399999992,0.0,0.03435527740000001,0.01878911144,0.050806468600000015,0.05966638568,0.3232623473459273,-0.17522591659999998,0.0,0.31048868900000004,0.16077454744,0.40295441140000016,0.09389154908,0.02656952447021178,0.0802853228,0.085019588,0.1309530970000001,0.09389154908,0.1309530970000001,0.22840989420000005,1.3910118138333336,0.1309530970000001
47,47,1,2,23,23,23,False,True,-0.20947276952173913,0.4238066994815637,-0.7707560058,-0.185640544,0.4797262160000003,0.3772050328260869,0.7707560058,-2.4307101913043483,0.917979723374539,-2.9722218036,-2.318442106,-1.6793637988,2.4307101913043483,2.9722218036,-1.3612970942608695,0.6386944029702594,-2.2535470724,-1.294792652,-0.6779310823999999,1.3612970942608695,2.2535470724000004,-0.6431249327826086,0.53095632105774,-1.0737780574,-0.524673045,-0.21496556979999995,0.6473882806956521,1.0737780574,0.17497488604347824,0.6164527488272108,-0.18582827159999998,0.034256607,1.1394196984000002,0.3978547833478261,1.3031706570000001,0.023960728652173913,0.12604134631244196,-0.1490036426,0.02866073,0.1948288854,0.10443113169565216,0.19552158980000003,31.752717391304348,0.012745694999520189,31.75,31.75,31.75,31.752717391304348,31.75,34.0,0.031922119903453075,33.95,34.0,34.05,34.0,34.05,34.38858695652174,0.041031708887341034,34.325,34.375,34.4375,34.38858695652174,34.4375,37.61141304347826,0.03665961294356533,37.5625,37.625,37.625,37.61141304347826,37.625,38.72282608695652,0.030983027855954838,38.6875,38.75,38.75,38.72282608695652,38.75,37.92934782608695,0.027977255817899456,37.875,37.9375,37.9375,37.92934782608695,37.9375,-0.029499779173913044,0.1767255515580075,-0.1639171304,0.0,0.0989902944,0.09155494960869565,0.27742965260000013,0.018738507347826085,0.059831240593173504,-0.0032416562,0.0,0.07658707520000001,0.030797053260869556,0.11090480380000003,-0.11576140217377864,0.9138458565531843,-0.07949606759999998,0.0,0.002479765600000002,0.34441088739143877,1.999092432600002,0.10248438443478058,0.36539377750811664,-0.2047119586,9.32e-21,0.4301818906,0.24036800495652375,0.5802085640000001,0.009252472652173912,0.04656035497581143,-0.0137178866,0.0,0.020324917600000013,0.019798633695652174,0.046575956000000016,-0.09017071579569565,0.3939489384466931,-0.5105308293999999,0.0,0.05002602020000002,0.20453589779569564,0.5524472716000001,0.11093647839130436,0.0896624191064224,0.08071030359999999,0.084598482,0.15488657940000006,0.11093647839130436,0.15488657940000006,0.5944431134333338,1.4281658643333337,0.15488657940000006
48,48,1,2,24,24,24,False,True,0.020659984541666666,0.39851392122761686,-0.24445515710000001,-0.0440125315,0.5933954238999998,0.26655588904166666,0.7320725497999999,-2.3716399917083333,0.7756218442588028,-2.9710053204999998,-2.1665878295,-1.6421252487,2.3716399917083333,2.9710053204999998,-1.2601032952916666,0.5896554075570828,-1.944333935,-1.075359285,-0.7558652582,1.2601032952916666,1.944333935,-0.6674839731666667,0.5134779837595523,-1.2996389983,-0.5524643659999999,-0.19943088020000002,0.6698981215,1.2996389983,-0.1807263981666667,0.5079392188770417,-0.8540785374,-0.027406454499999996,0.15878999829999996,0.34657704758333335,0.9822743536999998,-0.013758703833333335,0.13852602842251888,-0.1818608569,0.0014680004999999999,0.1669942857,0.110659607,0.2134262412,31.807291666666668,0.024978289183920414,31.76875,31.8125,31.8125,31.807291666666668,31.8125,34.080729166666664,0.03365324995656272,34.0625,34.0625,34.125,34.080729166666664,34.125,34.4375,0.018042195912175804,34.4375,34.4375,34.4375,34.4375,34.4375,37.6875,0.018042195912175804,37.6875,37.6875,37.6875,37.6875,37.6875,38.828125,0.03252603124165832,38.8125,38.8125,38.875,38.828125,38.875,38.015625,0.03252603124165832,38.0,38.0,38.0625,38.015625,38.0625,0.016553386,0.14265507091036336,-0.11409470409999999,0.0,0.2017718240999999,0.08596757749999999,0.26557565019999996,0.006617140417383334,0.041955027257668684,-0.008162064499999998,8.6e-12,0.020222426799999995,0.019638952500716667,0.07882673999999998,-0.0017968349166666564,1.0429794227982776,-0.034016351,-2.3700000000000003e-21,0.06204824689999994,0.43442379425,2.5489372731,-0.032728864708123355,0.40217219568480056,-0.4852770477,0.0,0.40115487289999996,0.27038017487521,0.5920081618,-0.006356940157908333,0.029169711061395726,-0.030329538099999998,0.0,0.0136879408,0.014176160325425001,0.04313820169999999,0.018625488616249995,0.3565001844182771,-0.4970974505,0.0,0.5639628138999999,0.22715285596708334,0.6560019135999999,0.12851818158333334,0.10956540751084139,0.0796842452,0.08510574700000001,0.1781854926,0.12851818158333334,0.1781854926,0.6974146567333334,1.3571252330833332,0.1781854926
49,49,1,2,25,25,24,False,True,-0.24128530424999997,0.7664988571449839,-0.5485454677999999,-0.11611512299999999,0.3087362036999999,0.388860674,0.7707290109999998,-2.3601295898333334,0.6908745718199026,-3.3128535748999997,-2.4301354885,-1.6021880273,2.3601295898333334,3.312853574899999,-1.2420950382499998,0.4598360183342616,-1.8386212946,-1.2134022115,-0.6701604309,1.2420950382499998,1.8386212946,-0.59874440225,0.4298677067336624,-1.2725861783999999,-0.5281351505,-0.13606869240000005,0.6344300644166667,1.2725861783999999,0.07111507208333334,0.369807957067999,-0.1751310799,0.0222065805,0.6192072602999998,0.25225738025000005,0.7285860720999999,-0.020088674875,0.14409727140436077,-0.1670905398,0.007531571000000001,0.16676365429999998,0.12777395395833335,0.1901209411,31.861979166666668,0.031141304018493226,31.8125,31.875,31.875,31.861979166666668,31.875,34.138020833333336,0.031141304018493226,34.125,34.125,34.1875,34.138020833333336,34.1875,34.536458333333336,0.030812915536977164,34.5,34.5625,34.5625,34.536458333333336,34.5625,37.744791666666664,0.030812915536977167,37.6875,37.75,37.75,37.744791666666664,37.75,38.916666666666664,0.02946278254943948,38.875,38.9375,38.9375,38.916666666666664,38.9375,38.0703125,0.020669932117692115,38.0625,38.0625,38.10625,38.0703125,38.10625,0.01691319954166667,0.20986479483984924,-0.14781570729999996,0.0,0.12730934039999997,0.10559341804166666,0.37249820819999996,0.008925809416666666,0.04800306861973766,-0.024656707499999993,0.0,0.037347468799999985,0.022961341833333333,0.07034138119999997,0.023599637916666666,0.6318015488073393,-0.0445251194,-0.0005437095,0.0192079628,0.19482689341666667,0.06973807299999998,-0.07178357958333333,0.4640140759280896,-0.6065150855,0.0,0.41567624189999985,0.2958964349166667,0.8561563310999998,-0.008995565666666667,0.05258008944910357,-0.0312118862,0.0,0.023510651299999987,0.024169147416666665,0.07663741299999997,0.050080924125,0.35330284097491965,-0.3081287637999999,0.0,0.4919958770999999,0.21343987404166667,0.5995618282999999,0.096210310875,0.03382066105887001,0.0786151108,0.0823490325,0.14753633769999994,0.096210310875,0.14753633769999994,0.34082220579999994,1.3522495120166667,0.14753633769999994
50,50,1,2,24,24,24,False,True,-0.24061685245833334,0.7457974149832937,-0.4895675065999999,-0.1343343335,0.27068770369999995,0.390429118375,0.5893091976,-2.45703806975,0.9544132534250376,-3.5156260017,-2.311150193,-1.5908026694000001,2.45703806975,3.5156260017,-1.2325979359583334,0.6567004669768427,-1.8440155029999998,-1.0782449845,-0.5702057777,1.2325979359583334,1.8440155029999998,-0.590257489375,0.567831767513487,-1.4265635848999998,-0.6081057785,0.07372763619999995,0.6823312577083334,1.4265635848999998,0.11029228908333334,0.32549158387217497,-0.19011942140000002,0.07561951850000001,0.6376596389999999,0.24955664908333333,0.6601255533,-0.011374936250000004,0.1418755306831171,-0.1915783268,0.0167752305,0.19052830959999997,0.12087796058333335,0.2209955782,31.921875,0.03252603124165832,31.875,31.9375,31.9375,31.921875,31.9375,34.2109375,0.030257682392245445,34.1875,34.1875,34.25,34.2109375,34.25,34.598958333333336,0.030812915536977167,34.5625,34.625,34.625,34.598958333333336,34.625,37.8046875,0.03746743377588062,37.75,37.8125,37.85625,37.8046875,37.85625,39.020833333333336,0.03454817489953542,39.0,39.0,39.0625,39.020833333333336,39.0625,38.145833333333336,0.02946278254943948,38.125,38.125,38.1875,38.145833333333336,38.1875,-0.019902361125,0.12012186389125,-0.16268462509999998,0.0,0.08878483599999998,0.06788048954166667,0.183310817,0.00952808070833333,0.0510558492683949,-0.021090692799999994,0.0,0.07178936379999998,0.026884143875,0.0871425148,0.027942383833333344,0.65254031729472,-0.0507380854,0.0,0.016197213499999988,0.20008827425,0.0722597767,-0.03895611220833286,0.39370643112606996,-0.6070079265,9.6e-20,0.41339659119999983,0.24341667645833379,0.623537302,-0.0024244121249999994,0.03560827196436717,-0.023512462999999997,0.0,0.023098878099999987,0.01758684654166667,0.064024509,0.053361422504166665,0.3277030608590531,-0.29533798989999993,2.955e-08,0.40939652899999995,0.19313605000416667,0.5537571157999999,0.11320558191666664,0.0675683639754972,0.08199201839999999,0.086378783,0.1723122777,0.11320558191666664,0.1723122777,0.26400533921666663,1.3761059031166667,0.1723122777
