parameter_proxy,cycle_run,cycle,cycle_occurrence,scenario_block_25,speed_proxy,cluster_level,workload_proxy,gripping_force_proxy
movement_speed,83,84,1,4,0.6727470371499998,2,,
movement_speed,84,85,1,4,0.2229390550666667,1,,
movement_speed,87,88,1,4,0.6754606341833332,3,,
movement_speed,88,89,1,4,0.6809637291833334,3,,
movement_speed,89,90,1,4,0.6239925581999998,2,,
movement_speed,90,91,1,4,0.5930156539999999,2,,
movement_speed,91,92,1,4,0.35999204816666636,2,,
movement_speed,92,93,1,4,0.29415113358333334,2,,
movement_speed,93,94,1,4,0.5028821562499998,2,,
movement_speed,95,96,1,4,0.4976967009333331,2,,
movement_speed,96,97,1,4,0.458545239933333,2,,
movement_speed,97,98,1,4,0.581525845983333,2,,
movement_speed,98,99,1,4,0.35923885810000006,2,,
movement_speed,99,100,1,4,0.2719056447666666,1,,
movement_speed,100,101,1,5,0.6403987575333333,3,,
movement_speed,101,102,1,5,0.3899483355499998,1,,
movement_speed,103,104,1,5,0.7237027431666667,2,,
movement_speed,105,106,1,5,0.5900731552999999,2,,
movement_speed,106,107,1,5,0.2887730147833332,1,,
movement_speed,107,108,1,5,0.40311317091666665,3,,
movement_speed,108,109,1,5,0.6081921040166666,2,,
movement_speed,109,110,1,5,0.2980568459,2,,
movement_speed,110,111,1,5,0.6854856464333335,3,,
movement_speed,111,112,1,5,0.6992474555,3,,
movement_speed,112,113,1,5,0.33387068224999994,1,,
movement_speed,113,114,1,5,0.6169865303000002,3,,
movement_speed,114,115,1,5,0.45931034530000003,3,,
movement_speed,115,116,1,5,0.25651968871666664,1,,
movement_speed,117,118,1,5,0.2409908115666667,1,,
movement_speed,118,119,1,5,0.2651002026000001,1,,
movement_speed,119,120,1,5,0.67413703395,3,,
movement_speed,120,121,1,5,0.4627355655000005,2,,
movement_speed,121,122,1,5,0.6987579477499999,3,,
movement_speed,122,123,1,5,0.23027781983333337,1,,
movement_speed,123,124,1,5,0.2896630368000001,1,,
movement_speed,124,125,1,5,0.6648065859000001,3,,
movement_speed,125,126,1,6,0.7013912596166668,3,,
movement_speed,126,127,1,6,0.3759042337833333,2,,
movement_speed,128,150,1,6,0.5003594950833333,2,,
movement_speed,129,151,1,7,0.5915300632999999,2,,
movement_speed,131,153,1,7,0.46627562513333326,2,,
movement_speed,132,154,1,7,0.23170357790000004,1,,
movement_speed,133,155,1,7,0.5675526986833334,3,,
movement_speed,134,156,1,7,0.69166891165,3,,
movement_speed,135,157,1,7,0.3079944479666668,1,,
movement_speed,136,158,1,7,0.68037282955,3,,
movement_speed,139,161,1,7,0.5104310442166666,1,,
movement_speed,140,162,1,7,0.6854699552999999,3,,
movement_speed,141,163,1,7,0.24324221010000002,1,,
movement_speed,142,164,1,7,0.4528664051,3,,
movement_speed,143,165,1,7,0.7190285542166666,2,,
movement_speed,144,166,1,7,0.6489963471333331,2,,
movement_speed,145,167,1,7,0.44376376324999983,2,,
movement_speed,146,168,1,7,0.2985230229333334,1,,
movement_speed,147,169,1,7,0.35788466636666655,1,,
movement_speed,148,170,1,7,0.44677318066666677,3,,
movement_speed,149,171,1,7,0.2470414202833333,1,,
movement_speed,150,172,1,7,0.6731669666333334,3,,
movement_speed,154,176,1,8,0.6952453275,3,,
movement_speed,155,177,1,8,0.5854099862166667,2,,
movement_speed,156,178,1,8,0.2475277186666667,1,,
movement_speed,157,179,1,8,0.24155044303333328,1,,
movement_speed,158,180,1,8,0.6585795991833334,3,,
movement_speed,159,181,1,8,0.6448406287333334,3,,
movement_speed,161,183,1,8,0.30637399783333336,2,,
movement_speed,162,184,1,8,0.6496159323499998,2,,
movement_speed,163,185,1,8,0.3428700679666667,2,,
movement_speed,164,186,1,8,0.6466599918166663,2,,
movement_speed,165,188,1,8,0.2681818302,2,,
movement_speed,166,189,1,8,0.592439252666667,3,,
movement_speed,168,191,1,8,0.5519811185166664,2,,
movement_speed,169,192,1,8,0.28426736500000005,2,,
movement_speed,172,195,1,8,0.2812292800499999,1,,
movement_speed,174,197,1,8,0.2901183611333333,1,,
movement_speed,175,198,1,8,0.4262191262999997,2,,
movement_speed,178,201,1,9,0.7484784968833335,2,,
movement_speed,179,202,1,9,0.6382598985166666,3,,
movement_speed,180,203,1,9,0.2628138901833333,1,,
movement_speed,182,205,1,9,0.2790363601666667,1,,
movement_speed,184,207,1,9,0.6681462714999999,3,,
movement_speed,186,209,1,9,0.6806595622333332,3,,
movement_speed,187,210,1,9,0.23381763193333338,1,,
movement_speed,188,211,1,9,0.6835976653166665,3,,
movement_speed,190,213,1,9,0.28853488606666666,1,,
movement_speed,191,214,1,9,0.5004428356666667,3,,
movement_speed,192,215,1,9,0.5059204815166671,2,,
movement_speed,197,220,1,9,0.40865409570000066,2,,
movement_speed,208,232,1,10,0.2488890827833333,3,,
movement_speed,209,233,1,10,0.34752712498333355,1,,
movement_speed,219,233,2,10,0.6550144172833333,3,,
movement_speed,222,236,1,10,0.6598095617666665,2,,
movement_speed,223,237,1,10,0.33348041666666667,2,,
movement_speed,224,238,1,10,0.6854635880333334,3,,
movement_speed,226,240,1,10,0.5019451820333334,3,,
movement_speed,227,241,1,10,0.25503555319999993,1,,
movement_speed,229,243,1,10,0.2973367631333335,1,,
movement_speed,230,245,1,10,0.6091638286499999,3,,
movement_speed,233,248,1,10,0.6768201019166667,3,,
movement_speed,234,249,1,10,0.4611498657,3,,
movement_speed,235,250,1,10,0.4522830798666666,3,,
movement_speed,236,251,1,11,0.5004337932333329,2,,
movement_speed,237,252,1,11,0.68429629305,3,,
movement_speed,239,254,1,11,0.6418627623,3,,
movement_speed,240,255,1,11,0.4781748780333333,3,,
movement_speed,243,258,1,11,0.2659460385666667,1,,
movement_speed,244,259,1,11,0.27576614116666676,1,,
movement_speed,248,263,1,11,0.22043907120000006,1,,
workload,1,1,1,1,,1,1.4087264274666664,
workload,3,3,1,1,,1,1.9373155584166664,
workload,4,4,1,1,,1,1.3699067894666666,
workload,5,5,1,1,,1,1.2719642068333337,
workload,6,6,1,1,,1,0.8582730025333335,
workload,7,7,1,1,,1,1.2877169872333334,
workload,8,8,1,1,,1,1.41160889695,
workload,9,9,1,1,,1,1.382355228383333,
workload,10,10,1,1,,1,1.7034377205666666,
workload,11,11,1,1,,1,1.3847410093333334,
workload,12,12,1,1,,1,1.4214893488999998,
workload,13,13,1,1,,1,1.3561846557666666,
workload,15,15,1,1,,1,1.0634134857333333,
workload,16,16,1,1,,1,1.3359155316333335,
workload,17,17,1,1,,1,1.3490211631166664,
workload,18,18,1,1,,1,1.4487550600666668,
workload,19,19,1,1,,1,1.3668299638666666,
workload,20,20,1,1,,1,1.4053418277999998,
workload,21,21,1,1,,1,1.5712702591000003,
workload,22,22,1,1,,3,2.0276522438666666,
workload,23,23,1,1,,1,1.3267748462166666,
workload,24,24,1,1,,1,1.4344301127166668,
workload,25,25,1,1,,1,1.3740159541333334,
workload,26,26,1,2,,1,1.46300170895,
workload,27,27,1,2,,1,1.4186644917166664,
workload,28,28,1,2,,1,1.4774438157666667,
workload,29,29,1,2,,1,1.3077497178333333,
workload,30,30,1,2,,1,1.3367577240666666,
workload,31,31,1,2,,1,2.0003388404,
workload,32,32,1,2,,1,1.5555769635833332,
workload,33,33,1,2,,1,1.365125264766667,
workload,34,34,1,2,,1,1.4711035787166666,
workload,37,37,1,2,,1,1.4669858290166664,
workload,38,38,1,2,,1,1.4992915042999997,
workload,40,40,1,2,,1,1.1463979798333332,
workload,41,41,1,2,,1,1.3511029074999998,
workload,42,42,1,2,,2,1.511988343366667,
workload,43,43,1,2,,1,1.53091634085,
workload,44,44,1,2,,1,1.378089883933333,
workload,45,45,1,2,,1,1.4955366492,
workload,46,46,1,2,,1,1.3910118138333336,
workload,47,47,1,2,,1,1.4281658643333337,
workload,48,48,1,2,,1,1.3571252330833332,
workload,49,49,1,2,,1,1.3522495120166667,
workload,50,50,1,2,,1,1.3761059031166667,
workload,51,51,1,3,,1,1.458945672383333,
workload,52,52,1,3,,1,1.3251728044,
workload,53,53,1,3,,1,1.2351023226333335,
workload,54,54,1,3,,1,1.3968871263833333,
workload,55,55,1,3,,1,1.4843074352666663,
workload,56,56,1,3,,1,1.6203911166333331,
workload,57,57,1,3,,1,1.406633136833334,
workload,58,58,1,3,,1,1.2756113698333331,
workload,59,59,1,3,,1,1.9602418472666663,
workload,60,60,1,3,,1,1.4743801326000001,
workload,61,61,1,3,,2,1.6500939910666677,
workload,62,62,1,3,,1,1.1820505966333335,
workload,63,63,1,3,,3,1.5593904882666667,
workload,66,66,1,3,,1,1.39795321225,
workload,67,67,1,3,,1,1.0430290962833333,
workload,68,68,1,3,,1,1.48402112885,
workload,70,70,1,3,,1,1.4026547916166663,
workload,71,71,1,3,,1,1.4363006602833333,
workload,72,72,1,3,,1,1.8085924127999997,
workload,73,73,1,3,,1,1.2106914619666667,
workload,74,75,1,3,,1,1.3307328256499997,
workload,75,76,1,4,,1,1.360824866033333,
workload,76,77,1,4,,1,1.29810721905,
workload,77,78,1,4,,1,1.4261422806833333,
workload,81,82,1,4,,1,1.4134504327500002,
workload,82,83,1,4,,1,1.2604370724666667,
workload,83,84,1,4,,1,1.3437164825166665,
workload,84,85,1,4,,2,1.6161156385000002,
workload,87,88,1,4,,1,1.298731256483333,
workload,88,89,1,4,,1,1.3370274275166665,
workload,89,90,1,4,,1,1.33576573995,
workload,90,91,1,4,,1,1.3128983636666665,
workload,91,92,1,4,,1,1.0542913889,
workload,92,93,1,4,,1,1.4972691101999998,
workload,93,94,1,4,,1,1.2329088598666667,
workload,95,96,1,4,,1,1.416426617466666,
workload,96,97,1,4,,1,1.2582395816666667,
workload,97,98,1,4,,1,1.4144097128499997,
workload,98,99,1,4,,2,2.2414686422333334,
workload,99,100,1,4,,1,1.3837573110666668,
workload,100,101,1,5,,1,1.2962827606333331,
workload,101,102,1,5,,1,1.3401727260166665,
workload,103,104,1,5,,1,1.2451909085,
workload,105,106,1,5,,1,1.4658079876499996,
workload,106,107,1,5,,1,1.6565803384166664,
workload,107,108,1,5,,3,1.4654160739166668,
workload,108,109,1,5,,1,1.2753819321666664,
workload,109,110,1,5,,1,1.3031926222166665,
workload,110,111,1,5,,1,1.4066778366666668,
workload,111,112,1,5,,1,1.3108882952166667,
workload,112,113,1,5,,1,2.07227657395,
workload,113,114,1,5,,1,1.2583214650333336,
workload,114,115,1,5,,3,1.9426225841000002,
workload,115,116,1,5,,1,1.3398951659833334,
workload,117,118,1,5,,2,1.4586359818666665,
workload,118,119,1,5,,1,1.4128341347333337,
workload,119,120,1,5,,1,1.3918158966333332,
workload,120,121,1,5,,1,1.520712409766667,
workload,121,122,1,5,,1,1.3281989467499997,
workload,122,123,1,5,,1,1.2893747055333333,
workload,123,124,1,5,,1,1.5379811700333335,
workload,124,125,1,5,,1,1.5758864523333334,
workload,125,126,1,6,,1,1.2589282150999999,
workload,126,127,1,6,,1,1.4148606911833335,
workload,128,150,1,6,,3,1.5598099654166664,
workload,129,151,1,7,,1,1.3448287167499997,
workload,131,153,1,7,,1,1.4896855505166666,
workload,132,154,1,7,,1,1.4670879488666673,
workload,133,155,1,7,,1,1.3356342479666663,
workload,134,156,1,7,,1,1.23427667345,
workload,135,157,1,7,,1,1.5249671041000001,
workload,136,158,1,7,,1,1.403606177433333,
workload,139,161,1,7,,1,1.5704562654499992,
workload,140,162,1,7,,1,1.1537940847666666,
workload,141,163,1,7,,2,1.722501375366667,
workload,142,164,1,7,,2,1.3976115345333333,
workload,143,165,1,7,,1,1.2607090537999999,
workload,144,166,1,7,,1,1.4019615213999999,
workload,145,167,1,7,,1,1.3222761040333333,
workload,146,168,1,7,,1,1.4014880836000003,
workload,147,169,1,7,,1,1.3940673823499996,
workload,148,170,1,7,,3,1.5793568949333332,
workload,149,171,1,7,,1,1.1373597362499999,
workload,150,172,1,7,,1,1.37405193395,
workload,154,176,1,8,,1,1.4213646498499999,
workload,155,177,1,8,,1,1.3164884349166666,
workload,156,178,1,8,,1,1.2987244715333335,
workload,157,179,1,8,,1,1.1998215543500002,
workload,158,180,1,8,,1,1.0737425655000001,
workload,159,181,1,8,,1,1.3727177250666667,
workload,161,183,1,8,,2,1.5120824919333333,
workload,162,184,1,8,,1,1.1893198010833335,
workload,163,185,1,8,,2,1.6724947143666666,
workload,164,186,1,8,,1,1.3814171592499997,
workload,165,188,1,8,,2,1.6701856196666667,
workload,166,189,1,8,,1,1.3711667976666666,
workload,168,191,1,8,,1,1.3298960975833332,
workload,169,192,1,8,,2,1.3289067922666666,
workload,172,195,1,8,,1,1.43026645875,
workload,174,197,1,8,,1,1.3532534345833334,
workload,175,198,1,8,,1,1.1336571454666664,
workload,178,201,1,9,,1,1.395924082833334,
workload,179,202,1,9,,1,1.106407399466667,
workload,180,203,1,9,,1,1.3616575971666665,
workload,182,205,1,9,,1,1.1756498090333334,
workload,184,207,1,9,,1,1.1785957890666665,
workload,186,209,1,9,,1,1.3923374446333332,
workload,187,210,1,9,,2,1.7526541983666666,
workload,188,211,1,9,,1,1.3116401210500002,
workload,190,213,1,9,,1,1.5653812412833332,
workload,191,214,1,9,,2,1.8026184379666663,
workload,192,215,1,9,,1,1.5442766120500002,
workload,197,220,1,9,,1,1.3940436070666673,
workload,208,232,1,10,,1,1.316987630833333,
workload,209,233,1,10,,1,1.4054400642500002,
workload,219,233,2,10,,1,1.0274612922166668,
workload,222,236,1,10,,1,1.2674824071166666,
workload,223,237,1,10,,2,1.5840917751333334,
workload,224,238,1,10,,1,1.3603627239499998,
workload,226,240,1,10,,2,1.5660503173666667,
workload,227,241,1,10,,1,1.3577245847499997,
workload,229,243,1,10,,1,1.357139374766667,
workload,230,245,1,10,,1,1.4171638202499999,
workload,233,248,1,10,,1,1.3581635871333333,
workload,234,249,1,10,,2,1.777908032166667,
workload,235,250,1,10,,3,1.7271328309999998,
workload,236,251,1,11,,1,1.376393007233333,
workload,237,252,1,11,,1,1.2124037608499998,
workload,239,254,1,11,,1,1.2600858361166665,
workload,240,255,1,11,,3,1.6328588589333333,
workload,243,258,1,11,,1,1.376596466866667,
workload,244,259,1,11,,1,1.3760455248666668,
workload,248,263,1,11,,1,1.2663532142,
gripping_force,1,1,1,1,,1,,0.1760193826
gripping_force,3,3,1,1,,2,,0.132251978
gripping_force,4,4,1,1,,1,,0.17752978819999998
gripping_force,5,5,1,1,,2,,0.17809078050000005
gripping_force,6,6,1,1,,1,,0.0900553645
gripping_force,7,7,1,1,,1,,0.16792162640000002
gripping_force,8,8,1,1,,2,,0.186950445
gripping_force,9,9,1,1,,2,,0.18299633869999998
gripping_force,10,10,1,1,,2,,0.1663030328
gripping_force,11,11,1,1,,2,,0.1679407474
gripping_force,12,12,1,1,,1,,0.19430067539999998
gripping_force,13,13,1,1,,1,,0.172956443
gripping_force,15,15,1,1,,3,,0.3663504006
gripping_force,16,16,1,1,,3,,0.4404099108000001
gripping_force,17,17,1,1,,2,,0.18651976589999997
gripping_force,18,18,1,1,,1,,0.13825260400000008
gripping_force,19,19,1,1,,2,,0.17851479069999998
gripping_force,20,20,1,1,,1,,0.1681437134
gripping_force,21,21,1,1,,1,,0.1786842468
gripping_force,22,22,1,1,,3,,0.37113834640000004
gripping_force,23,23,1,1,,2,,0.1699585199
gripping_force,24,24,1,1,,1,,0.14374401529999994
gripping_force,25,25,1,1,,1,,0.17729245440000002
gripping_force,26,26,1,2,,1,,0.17734416709999998
gripping_force,27,27,1,2,,1,,0.18050855989999998
gripping_force,28,28,1,2,,1,,0.176936364
gripping_force,29,29,1,2,,1,,0.18036600949999998
gripping_force,30,30,1,2,,2,,0.1720394374
gripping_force,31,31,1,2,,2,,0.18304709160000002
gripping_force,32,32,1,2,,2,,0.1640957116
gripping_force,33,33,1,2,,1,,0.1334494112000001
gripping_force,34,34,1,2,,1,,0.19489512449999996
gripping_force,37,37,1,2,,2,,0.1750334676
gripping_force,38,38,1,2,,1,,0.1689667997
gripping_force,40,40,1,2,,2,,0.173856139
gripping_force,41,41,1,2,,2,,0.1775728822
gripping_force,42,42,1,2,,2,,0.14999918980000002
gripping_force,43,43,1,2,,2,,0.1677435574
gripping_force,44,44,1,2,,2,,0.1857368109
gripping_force,45,45,1,2,,1,,0.19167036409999996
gripping_force,46,46,1,2,,2,,0.1309530970000001
gripping_force,47,47,1,2,,2,,0.15488657940000006
gripping_force,48,48,1,2,,2,,0.1781854926
gripping_force,49,49,1,2,,2,,0.14753633769999994
gripping_force,50,50,1,2,,1,,0.1723122777
gripping_force,51,51,1,3,,2,,0.16784692399999998
gripping_force,52,52,1,3,,2,,0.1656300841
gripping_force,53,53,1,3,,3,,0.3759586812
gripping_force,54,54,1,3,,2,,0.18367497339999997
gripping_force,55,55,1,3,,2,,0.1746612015
gripping_force,56,56,1,3,,1,,0.16847580069999998
gripping_force,57,57,1,3,,2,,0.1723342062
gripping_force,58,58,1,3,,2,,0.17333835379999998
gripping_force,59,59,1,3,,2,,0.17254769779999998
gripping_force,60,60,1,3,,2,,0.1374888180000001
gripping_force,61,61,1,3,,2,,0.15912975680000016
gripping_force,62,62,1,3,,2,,0.1800587536
gripping_force,63,63,1,3,,1,,0.1317686322
gripping_force,66,66,1,3,,2,,0.2893887755
gripping_force,67,67,1,3,,2,,0.20845561610000002
gripping_force,68,68,1,3,,1,,0.1840578795
gripping_force,70,70,1,3,,2,,0.18745967759999999
gripping_force,71,71,1,3,,2,,0.14629014729999995
gripping_force,72,72,1,3,,1,,0.20120013319999996
gripping_force,73,73,1,3,,2,,0.14213875520000013
gripping_force,74,75,1,3,,2,,0.14700325159999994
gripping_force,75,76,1,4,,1,,0.18141794179999998
gripping_force,76,77,1,4,,2,,0.17310193799999998
gripping_force,77,78,1,4,,1,,0.1716402766
gripping_force,81,82,1,4,,3,,0.3773159858999998
gripping_force,82,83,1,4,,2,,0.1949545024
gripping_force,83,84,1,4,,2,,0.1941150723
gripping_force,84,85,1,4,,1,,0.1376246806
gripping_force,87,88,1,4,,1,,0.20406113869999998
gripping_force,88,89,1,4,,1,,0.1884284254
gripping_force,89,90,1,4,,2,,0.1865274249
gripping_force,90,91,1,4,,2,,0.1773097034
gripping_force,91,92,1,4,,2,,0.16554778779999998
gripping_force,92,93,1,4,,2,,0.13824113579999997
gripping_force,93,94,1,4,,2,,0.18821397419999997
gripping_force,95,96,1,4,,2,,0.17170817859999998
gripping_force,96,97,1,4,,2,,0.10708850639999995
gripping_force,97,98,1,4,,2,,0.16364672779999992
gripping_force,98,99,1,4,,1,,0.1332446216
gripping_force,99,100,1,4,,1,,0.171080291
gripping_force,100,101,1,5,,3,,0.32070603399999986
gripping_force,101,102,1,5,,2,,0.19873060569999998
gripping_force,103,104,1,5,,1,,0.171759963
gripping_force,105,106,1,5,,1,,0.20097136489999998
gripping_force,106,107,1,5,,2,,0.0964790524
gripping_force,107,108,1,5,,3,,0.3408232035
gripping_force,108,109,1,5,,2,,0.166701168
gripping_force,109,110,1,5,,2,,0.16059049949999998
gripping_force,110,111,1,5,,2,,0.1744917032
gripping_force,111,112,1,5,,2,,0.16488543719999998
gripping_force,112,113,1,5,,1,,0.1697641253
gripping_force,113,114,1,5,,2,,0.1711645006
gripping_force,114,115,1,5,,3,,0.32248826020000004
gripping_force,115,116,1,5,,2,,0.1642392519
gripping_force,117,118,1,5,,3,,0.3847342254
gripping_force,118,119,1,5,,2,,0.1715034128
gripping_force,119,120,1,5,,1,,0.1856611606
gripping_force,120,121,1,5,,1,,0.172879815
gripping_force,121,122,1,5,,2,,0.17603569
gripping_force,122,123,1,5,,2,,0.1739996906
gripping_force,123,124,1,5,,2,,0.17218295320000002
gripping_force,124,125,1,5,,2,,0.1852198718
gripping_force,125,126,1,6,,1,,0.17802282560000002
gripping_force,126,127,1,6,,1,,0.1736513135
gripping_force,128,150,1,6,,3,,0.348968953
gripping_force,129,151,1,7,,2,,0.1782936455
gripping_force,131,153,1,7,,2,,0.17370972059999998
gripping_force,132,154,1,7,,2,,0.1385244608000001
gripping_force,133,155,1,7,,2,,0.2033299147
gripping_force,134,156,1,7,,1,,0.1815606294
gripping_force,135,157,1,7,,2,,0.16597082640000002
gripping_force,136,158,1,7,,2,,0.15072768299999995
gripping_force,139,161,1,7,,2,,0.18258857149999996
gripping_force,140,162,1,7,,1,,0.19597203159999999
gripping_force,141,163,1,7,,2,,0.13210936780000002
gripping_force,142,164,1,7,,2,,0.1543773532
gripping_force,143,165,1,7,,2,,0.16930658269999999
gripping_force,144,166,1,7,,2,,0.1632897075
gripping_force,145,167,1,7,,2,,0.18485325599999997
gripping_force,146,168,1,7,,1,,0.16291545640000002
gripping_force,147,169,1,7,,2,,0.19928193079999998
gripping_force,148,170,1,7,,2,,0.18674561960000002
gripping_force,149,171,1,7,,2,,0.179168582
gripping_force,150,172,1,7,,2,,0.18843701459999998
gripping_force,154,176,1,8,,2,,0.16829590219999999
gripping_force,155,177,1,8,,2,,0.14894631489999993
gripping_force,156,178,1,8,,2,,0.16671935300000001
gripping_force,157,179,1,8,,2,,0.13663113709999997
gripping_force,158,180,1,8,,2,,0.18586504470000004
gripping_force,159,181,1,8,,2,,0.1686203126
gripping_force,161,183,1,8,,3,,0.37410745600000006
gripping_force,162,184,1,8,,2,,0.1729832053
gripping_force,163,185,1,8,,1,,0.14337737560000002
gripping_force,164,186,1,8,,2,,0.1617438795
gripping_force,165,188,1,8,,1,,0.15133928060000001
gripping_force,166,189,1,8,,1,,0.1785482408
gripping_force,168,191,1,8,,2,,0.18076410889999997
gripping_force,169,192,1,8,,2,,0.1554475192
gripping_force,172,195,1,8,,2,,0.1636869785
gripping_force,174,197,1,8,,2,,0.16061441880000002
gripping_force,175,198,1,8,,2,,0.1721485732
gripping_force,178,201,1,9,,2,,0.16539275650000002
gripping_force,179,202,1,9,,2,,0.26677328350000024
gripping_force,180,203,1,9,,1,,0.17685979559999998
gripping_force,182,205,1,9,,2,,0.1687371258
gripping_force,184,207,1,9,,1,,0.1665814879
gripping_force,186,209,1,9,,2,,0.16945115959999998
gripping_force,187,210,1,9,,3,,0.4172900798
gripping_force,188,211,1,9,,2,,0.18077947449999998
gripping_force,190,213,1,9,,2,,0.23071019629999995
gripping_force,191,214,1,9,,1,,0.127744603
gripping_force,192,215,1,9,,2,,0.17162301530000001
gripping_force,197,220,1,9,,1,,0.15341924450000005
gripping_force,208,232,1,10,,2,,0.17094441689999998
gripping_force,209,233,1,10,,2,,0.2857044934000002
gripping_force,219,233,2,10,,1,,0.23322286580000012
gripping_force,222,236,1,10,,1,,0.1677282753
gripping_force,223,237,1,10,,1,,0.1452113268
gripping_force,224,238,1,10,,2,,0.1836079422
gripping_force,226,240,1,10,,3,,0.48852973
gripping_force,227,241,1,10,,2,,0.170290631
gripping_force,229,243,1,10,,2,,0.20119150880000006
gripping_force,230,245,1,10,,2,,0.2967984023999999
gripping_force,233,248,1,10,,2,,0.23841657049999998
gripping_force,234,249,1,10,,3,,0.4900899172
gripping_force,235,250,1,10,,3,,0.390825784
gripping_force,236,251,1,11,,2,,0.1952167273999999
gripping_force,237,252,1,11,,2,,0.1823837337
gripping_force,239,254,1,11,,2,,0.31389848579999985
gripping_force,240,255,1,11,,3,,0.32069069120000004
gripping_force,243,258,1,11,,2,,0.17954182600000013
gripping_force,244,259,1,11,,2,,0.19966578460000003
gripping_force,248,263,1,11,,1,,0.09800670140000001
